"loinc", "TFC", "TestName"
75056-2,CPLP,CSF Pyridoxal Phosphate
777-3,CPLT,Platelet count (from citrate)
777-3,CPLT,Platelet count (from citrate)
777-3,CPLT,Platelet count (from citrate)
12244-0,CPOL,Polymorphs  (%)
13516-0,CPOL,Polymorphs  (%)
2880-3,CPRO,CSF Proline
22645-6,CPRO,CSF Proline
2880-3,CPRT,Chlamydia trachomatis NAAT
35729-3,CPRT,Chlamydia trachomatis NAAT
2857-1,CPSA,Complex PSA
LOC_ESO,CPSA,Complex PSA
2880-3,CPT,CPT2 common mutation
LOC_ESO,CPX1,Muscle RCE Complex I
LOC_ESO,CPX4,Muscle RCE Complex IV
LOC_ESO,CPX5,Muscle RCE Blue Native Gel
75050-5,CQ10,Coenzyme Q10
14682-9,CR,BS F&A CARN (REFS)
9820-2,CRAG,Cryptococcal Ag Titre
9820-2,CRAM,Cryptococcal Antigen
9820-2,CRAM,Cryptococcal Antigen
2164-2,CRCL,Creatinine Clearance
2164-2,CRCL,Creatinine Clearance
2164-2,CRCL,Creatinine Clearance
2164-2,CRCL,Creatinine Clearance
14682-9,CREA,Creatinine
14682-9,CREA,Creatinine
14682-9,CREA,Creatinine
14682-9,CREA,Creatinine
14682-9,CREA,Creatinine
6463-4,CREI,Creatinine (internal)
77924-9,CRES,Check Grouping Reactions
6462-6,CRES,Check Grouping Reactions
14684-5,CREX,Creatinine excretion
1988-5,CRP,C-Reactive protein
1988-5,CRP,C-Reactive protein
1988-5,CRP,C-Reactive protein
1988-5,CRP,C-Reactive protein
1988-5,CRP,C-Reactive protein
1988-5,CRP,C-Reactive protein
30522-7,CRPS,CRP (High Sensitivity)
30522-7,CRPS,CRP (High Sensitivity)
14682-9,CRQ,Enzymatic Creatinine
14682-9,CRQ,Enzymatic Creatinine
14682-9,CRQ,Enzymatic Creatinine
14682-9,CRQ,Enzymatic Creatinine
14682-9,CRQ,Enzymatic Creatinine
2161-8,CRSD,Creatinine
20624-3,CRSL,Creatinine
2161-8,CRSL,Creatinine
2161-8,CRTI,Creatinine
5117-7,CRY,Cryptosporidium spp PCR
11043-7,CRYF,Cryofibrinogen
11043-7,CRYF,Cryofibrinogen
20781-1,CRYM,Microscopy
20781-1,CRYM,Microscopy
20781-1,CRYM,Microscopy
5117-7,CRYO,Cryoglobulins
5117-7,CRYO,Cryoglobulins
5117-7,CRYO,Cryoglobulins
5117-7,CRYO,Cryoglobulins
7843-6,CRYP,CRYOPROTEIN STUDIES
9820-2,CRYS,Fluid type
9820-2,CRYT,CRYPTOSPORIDIUM
47274-6,CS10,CSF S100 beta
77193-1,CS48,48 hours Culture & Sensitivity
22644-9,CSER,CSF Serine
606-4,CSFC,Culture & Sensitivity Report
606-4,CSFC,Culture & Sensitivity Report
606-4,CSFC,Culture & Sensitivity Report
606-4,CSFC,Culture & Sensitivity Report
14357-8,CSFF,Gram stain
14357-8,CSFF,Gram stain
14744-7,CSFG,CSF Glucose
638-7,CSFI,CSF Further Investigations
2520-5,CSFL,CSF Lactate
2520-5,CSFL,CSF Lactate
2520-5,CSFL,CSF Lactate
32358-4,CSFO,CSF OLIGOCLONAL BANDS
32358-4,CSFO,CSF OLIGOCLONAL BANDS
32358-4,CSFO,CSF OLIGOCLONAL BANDS
2880-3,CSFP,CSF Protein
2880-3,CSFP,CSF Protein
2880-3,CSFP,CSF Protein
792-2,CSFR,Red blood cells/cmm
792-2,CSFR,Red blood cells/cmm
806-0,CSFW,CSF Xanthochromia (REFERRALS)
13532-7,CSFX,CSF Xanthochromia
13532-7,CSFX,CSF Xanthochromia
806-0,CSFY,White blood cells/cmm
14744-7,CSGL,CSF Glucose
14744-7,CSGL,CSF Glucose
10328-3,CSLY,Lymphocytes (%)
LOC_ESOGEN,CSRG,Ca Sensing Receptor Gene Study
41163-7,CSTS,CSF Syphilis PCR
26614-8,CTAW,CSF Taurine
22643-1,CTHR,CSF Threonine
LOC_ESO,CTI,CSF Transferrin Isoforms
45012-2,CTM,Cationic Trypsinogen Mutation
2880-3,CTP,CSF protein
2880-3,CTP,CSF protein
41171-0,CTX,PMN chemotaxis
22642-3,CTYR,CSF Tyrosine
47100-3,CU,Copper
47100-3,CU,Copper
32149-7,CUA,Uric acid
63369-3,CURT,Histamine Rel Urticaria
63369-3,CURT,Histamine Rel Urticaria
34273-3,CUU,Urine Copper (ug/l)
22649-8,CVAL,CSF Valine
11011-4,CVL1,Hepatitis C RNA
11011-4,CVL1,Hepatitis C RNA
11011-4,CVL2,Hepatitis C RNA
11011-4,CVL2,Hepatitis C RNA
26571-0,CX16,CD16 (Absolute value)
26571-0,CX16,CD16 (Absolute value)
26571-0,CX16,CD16 (Absolute value)
26571-0,CX16,CD16 (Absolute value)
32644-7,CX1G,Coxiella burnetti ph.1 IgG
58036-5,CXAN,Xanthine
13532-7,CXAN,Xanthine
25390-6,CY21,Cyfra 21-1
3520-4,CYCA,Ciclosporin
3520-4,CYCA,Ciclosporin
33863-2,CYCC,Cystatin C
3520-4,CYCL,CICLOSPORIN A
LOC_ESO,CYCL,CICLOSPORIN A
3520-4,CYCL,CICLOSPORIN A
3520-4,CYCL,CICLOSPORIN A
33863-2,CYSC,Cysticercosis confirmation
22238-0,CYST,Cysticercosis Serology
LOC_ESO,CYST,Cysticercosis Serology
LOC_ESO,CYTI,Cysticercosis Serology
LOC_ESOGEN,CYTO,Cytogenetics
47094-8,D2,25(OH)Vit D2
60493-4,D2D3,Vitamin D2 and D3
60493-4,D2D3,Vitamin D2 and D3
33958-0,D3,25(OH)Vit D3
1649-3,D3,25(OH)Vit D3
LOC_ESOGEN,D816,c-Kit D816V mutation
74220-5,DABI,Dabigatran Level
14629-0,DBIL,Conjugated (Direct) Bilirubin
14629-0,DBIL,Conjugated (Direct) Bilirubin
14629-0,DBIL,Conjugated (Direct) Bilirubin
14629-0,DBIL,Conjugated (Direct) Bilirubin
14630-8,DBIL,Conjugated (Direct) Bilirubin
55774-4,DC3D,DAT C3d
14683-7,DCR,Urine Creatinine
14683-7,DCR,Urine Creatinine
14683-7,DCR,Urine Creatinine
14683-7,DCRM,Urine Creatinine
14683-7,DCRM,Urine Creatinine
48065-7,DD,DIHYDROPYRIMIDINE DEHYDROGENAS
48065-7,DDIM,D-Dimer
48065-7,DDIM,D-Dimer
48065-7,DDR,D Dimer Manchester
6811-4,DEN,DENGUE IgG antibodies (Index)
6811-4,DEN,DENGUE IgG antibodies (Index)
51785-4,DENG,DENGUE PCR
6812-2,DENM,DENGUE IgM antibodies(Index)
6812-2,DENM,DENGUE IgM antibodies(Index)
6812-2,DENM,DENGUE IgM antibodies(Index)
14567-2,DEOX,11 Deoxycortisol
1656-8,DEOX,11 Deoxycortisol
27424-1,DEPD,Ur Deoxypyridinoline
14688-6,DHEA,D.H.E.A. Sulphate
14688-6,DHEA,D.H.E.A. Sulphate
14688-6,DHEA,D.H.E.A. Sulphate
14688-6,DHEA,D.H.E.A. Sulphate
14688-6,DHEA,D.H.E.A. Sulphate
15054-0,DHEX,D.H.E.A.
15054-0,DHEX,D.H.E.A.
15057-3,DHT,Dihydrotestosterone
15057-3,DHT,Dihydrotestosterone
LOC_ESO,DHT,Dihydrotestosterone
15057-3,DHT,Dihydrotestosterone
60438-9,DIAM,Diamine Oxidase Activity
60438-9,DIAM,Diamine Oxidase Activity
60438-9,DIAM,Diamine Oxidase Activity
59654-4,DIAZ,Diazepam
59654-4,DIAZ,Diazepam
29636-8,DIFF,Validation Film Request
29636-8,DIFF,Validation Film Request
29636-8,DIFF,Validation Film Request
1006-6,DIGG,DAT IgG
14698-5,DIGM,Digoxin
14698-5,DIGM,Digoxin
14698-5,DIGM,Digoxin
14698-5,DIGM,Digoxin
14698-5,DIGM,Digoxin
14698-5,DIGO,Digoxin
5116-9,DIPH,Diphtheria  antibody
5116-9,DIPH,Diphtheria  antibody
5116-9,DIPH,Diphtheria  antibody
6457-6,DNA1,Anti dsDNA (Crithidia)
6457-6,DNA1,Anti dsDNA (Crithidia)
6457-6,DNA1,Anti dsDNA (Crithidia)
6457-6,DNA1,Anti dsDNA (Crithidia)
32677-7,DNAA,Anti-dsDNA antibodies (EIA)
42595-9,DNAB,dsDNA Ab (ELISA)
32677-7,DNAB,dsDNA Ab (ELISA)
32677-7,DNAB,dsDNA Ab (ELISA)
32677-7,DNAE,DNA ELISA result
5132-6,DNAS,ANTI-ssDNA antibodies
5132-6,DNAS,ANTI-ssDNA antibodies
5132-6,DNAS,ANTI-ssDNA antibodies
6457-6,DNAT,Anti-DNA result
42595-9,DNAT,Anti-DNA result
24349-3,DOAL,DOA Chain of Custody
24349-3,DOAL,DOA Chain of Custody
24349-3,DOAN,DOA - NON Chain of Custody
24349-3,DOAN,DOA - NON Chain of Custody
72479-9,DOAP,Drugs of Abuse on Serum
72479-9,DOAS,Amp Barb Benz TCA Can Coc Opia
14567-2,DOC,11-deoxycortisol
43995-0,DOWN,DOWNS RISK PROFILE
3579-0,DOXE,Doxepin
70027-8,DPC,Date Cultured:
70027-8,DPC,Date Cultured:
70027-8,DPC,Date Cultured:
70027-8,DPC,Date Cultured:
70027-8,DPC,Date Cultured:
7855-0,DPCR,Dengue Fever - PCR
6386-7,DPCR,Dengue Fever - PCR
6386-7,DPCR,Dengue Fever - PCR
25095-1,DPD,Ur Deoxypyridinoline(DPD)ratio
57298-2,DRB1,HLA DRB1
6303-2,DRV1,"Dilute Phospholipid, patient"
53221-8,DRV2,Dilute Phospholipid control
15359-3,DRV3,Dilute Phospholipid ratio
43397-9,DRV4,Dilute Phospholipid 50/50
57838-5,DRV6,Platelet Neutralisation
80426-0,DVL1,Hepatitis D RNA
80426-0,DVL2,Hepatitis D RNA
22663-9,E1,Oestrone
20662-3,E1,Oestrone
14715-7,E2,Internal Info EXTENDED 2:
14715-7,E2IV,Oestradiol (stimulated)
14715-7,E2IV,Oestradiol (stimulated)
70207-6,E3,Oestriol
14716-5,E3,Oestriol
20662-3,E3,Oestriol
13953-5,EABR,Anti-HBe
13954-3,EAGR,HBe Antigen
608-0,EARC,Ear Swab C&S Report
608-0,EARC,Ear Swab C&S Report
664-3,EARM,Gram stain
14365-1,EARM,Gram stain
30083-0,EBNA,Anti-EBNA IgG
30083-0,EBNA,Anti-EBNA IgG
24007-7,EBNG,EBV Early Ag Ab (IgG)
24007-7,EBNG,EBV Early Ag Ab (IgG)
5159-9,EBNG,EBV Early Ag Ab (IgG)
24007-7,EBNG,EBV Early Ag Ab (IgG)
5159-9,EBNM,EBV VCA Ab (IgM)
5159-9,EBNM,EBV VCA Ab (IgM)
5159-9,EBNM,EBV VCA Ab (IgM)
5159-9,EBNM,EBV VCA Ab (IgM)
36923-1,EBV1,EBV PCR
36923-1,EBV1,EBV PCR
36923-1,EBV2,EBV Viral Load
36923-1,EBV2,EBV Viral Load
30083-0,EBVA,Epstein-Barr virus screen
30083-0,EBVG,EBNA IgG Antibody
30083-0,EBVG,EBNA IgG Antibody
30083-0,EBVG,EBNA IgG Antibody
30083-0,EBVG,EBNA IgG Antibody
5159-9,EBVG,EBNA IgG Antibody
5159-9,EBVM,EBV EBNA IgM
23858-4,EBVP,Epstein-Barr virus DNA
36923-1,EBVR,EBV PCR
43120-5,ECHN,ECHO virus N mix CFT
43120-5,ECHN,ECHO virus N mix CFT
43120-5,ECHP,ECHO virus P mix CFT
43120-5,ECHP,ECHO virus P mix CFT
25638-8,ECP,Eosinophil Cationic protien
25638-8,ECP,Eosinophil Cationic protien
25638-8,ECP,Eosinophil Cationic protien
48382-6,EFA1,ARA Omega 6/EPA Omega 3 ratio
48382-6,EFA1,ARA Omega 6/EPA Omega 3 ratio
48382-6,EFAR,Omega 6-3 EFA (Red Cells)
23713-1,EG,Ethylene Glycol
LOC_ESO,EHAB,Echniococcus Hydatid Ab's
LOC_ESO,EHAB,Echniococcus Hydatid Ab's
580-1,EIR,Extended culture required?
580-1,EIR,Extended culture required?
580-1,EIR,Extended culture required?
580-1,EIR,Extended culture required?
580-1,EIR,Extended culture required?
2888-6,EL8A,Urine Protein
25907-7,ELAS,Faecal Elastase
25907-7,ELAS,Faecal Elastase
25907-7,ELAS,Faecal Elastase
78698-8,ELF,Enhanced Liver Fibrosis Screen
78698-8,ELF,Enhanced Liver Fibrosis Screen
78698-8,ELF,Enhanced Liver Fibrosis Screen
78698-8,ELF,Enhanced Liver Fibrosis Screen
78698-8,ELF,Enhanced Liver Fibrosis Screen
56888-1,ELIS,Determine HIV 1&2
56888-1,ELIS,Determine HIV 1&2
56888-1,ELIS,Determine HIV 1&2
56888-1,ELIS,Determine HIV 1&2
LOC_ESO,EM,Electron Microscopy
33048-0,EMA,Eosin-5-Maleimide (EMA)
63391-7,ENA,Anti-ENA Screen
63391-7,ENA,Anti-ENA Screen
63391-7,ENA,Anti-ENA Screen
5348-8,ENA8,ANTI Scl 70
46126-9,ENDA,Endomysium IgA Abs result
29591-5,ENPC,Enterovirus PCR
69030-5,ENT,Enterocyte IgG antibody
29591-5,ENTC,Enterovirus RNA - CSF
29591-5,ENTN,Enterovirus RNA
23361-9,ENTO,Enterovirus antibody screen
23361-9,ENTO,Enterovirus antibody screen
76074-4,ENTP,ENTEROVIRUS RNA PCR
29591-5,ENTS,Enterovirus RNA - Stool
6463-4,ENVC,Culture & Sensitivity Report
6463-4,ENVC,Culture & Sensitivity Report
79155-8,ENVR,Resistance mutations
711-2,EO,Eosinophils
711-2,EOSI," Eosinophils"
711-2,EOSI," Eosinophils"
711-2,EOSI," Eosinophils"
711-2,EOSI," Eosinophils"
33530-7,EP5,Urine urate/Creat ratio
46424-8,EPH,Haemolysis Index (EDTA)
46426-3,EPI,Icteric Index (EDTA)
8069-7,EPID,Epidermal antibody
46425-5,EPL,Lipaemic Index (EDTA)
15061-5,EPO,ERYTHROPOIETIN LEVELS
55295-0,EPS,Expressed Prostatic Secretions
15061-5,ERY,Erythropoietin
15061-5,ERY,Erythropoietin
15061-5,ERY,Erythropoietin
4537-7,ESR,ESR
4537-7,ESR,ESR
4537-7,ESR,ESR
4537-7,ESR,ESR
4537-7,ESR,ESR
4537-7,ESR,ESR
22745-4,ETH,Ethanol
14719-9,ETHN,Plasma Alcohol (medical)
14719-9,ETHN,Plasma Alcohol (medical)
14719-9,ETHN,Plasma Alcohol (medical)
14719-9,ETHN,Plasma Alcohol (medical)
14719-9,ETHN,Plasma Alcohol (medical)
14719-9,ETHN,Plasma Alcohol (medical)
3616-0,ETHO,Ethosuximide
22745-4,ETHU,Urine Alcohol (medical)
22745-4,ETHU,Urine Alcohol (medical)
22745-4,ETHU,Urine Alcohol (medical)
22745-4,ETHU,Urine Alcohol (medical)
50544-6,EVER,Everolimus
70009-6,EVM,Enterovirus IgM
29591-5,EVR,Enterovirus RNA
29591-5,EVR,Enterovirus RNA
LOC_ESOGEN,EXON,Jak2 Exon 12 Mutation
63421-2,EXON,Jak2 Exon 12 Mutation
609-8,EYC1,Culture Result:
609-8,EYCU,Isolate Result:
609-8,EYCU,Isolate Result:
609-8,EYEC,Eye Swab C&S Report
609-8,EYEC,Eye Swab C&S Report
14364-4,EYEM,Gram stain
14364-4,EYEM,Gram stain
6206-7,F13,Factor XIII screen
3237-5,F13,Factor XIII screen
3237-5,F13C,Factor XIII assay
3237-5,F13C,Factor XIII assay
3237-5,F13C,Factor XIII assay
3237-5,F13C,Factor XIII assay
20662-3,F14,Sample received:
LOC_ESOGEN,F1P1,F1P1-PDGFR-PCR
3186-4,F1X,Factor IX  Assay
47292-8,F7CO,Fungal cultures complete?
3208-6,F8,Factor VIII C assay
3208-6,F8,Factor VIII C assay
3204-5,F8I,Factor VIII inhibiting abs
3204-5,F8IN,Factor VIII Bethesda Assay
3204-5,F8IN,Factor VIII Bethesda Assay
3208-6,F8RG,Factor VIII Von Willebrand
3185-6,F9IN,Factor IX Bethesda Assay
29636-8,FAA,Appearance:
29636-8,FAA,Appearance:
25303-9,FAAT,Faecal Alpha-1-Antitrypsin
25303-9,FAAT,Faecal Alpha-1-Antitrypsin
25303-9,FAAT,Faecal Alpha-1-Antitrypsin
62305-8,FABR,Gene Test - Fabry Disease
3192-2,FAC5,Factor V assay
3197-1,FAC7,Factor V11 assay
3208-6,FAC8,Factor VIIIc assay
625-4,FACU,Culture & Sensitivity Report
625-4,FACU,Culture & Sensitivity Report
3217-7,FACX,Factor X assay
31709-9,FADP,Faecal adenovirus 40/41 genome
21555-8,FAI,Testosterone/SHBG ratio
21555-8,FAI,Testosterone/SHBG ratio
21555-8,FAI,Testosterone/SHBG ratio
21555-8,FAI,Testosterone/SHBG ratio
21555-8,FAI,Testosterone/SHBG ratio
62235-7,FALB,Fluid Albumin
62235-7,FALB,Fluid Albumin
62235-7,FALB,Fluid Albumin
62235-7,FALB,Fluid Albumin
1795-4,FAMY,Fluid Amylase
1795-4,FAMY,Fluid Amylase
1795-4,FAMY,Fluid Amylase
1795-4,FAMY,Fluid Amylase
1795-4,FAMY,Fluid Amylase
LOC_MASK,FARM,Farmer's lung precipitins
43037-1,FASC,Fasciola Serology
43037-1,FASC,Fasciola Serology
58934-1,FAT,Total Fat
2271-5,FATD,FAECAL FAT Excretion
25303-9,FATP,Faecal Antitrypsin
15076-3,FAUR,Urine glucose (Fasting)
29767-1,FBIL,Fluid Bilirubin
1977-8,FBIL,Fluid Bilirubin
882-1,FBLG,Blood Group
736-9,FC03,Lymphocyte Percentage
8123-2,FC08,CD4 Percentage
580-1,FC7D,Fungal Culture
580-1,FC7I,Fungal Isolate(s)
38445-3,FCAL,Faecal calprotectin
38445-3,FCAP,Calprotectin (Faecal)
14286-9,FCAR,Plasma Free Carnitine
29765-5,FCHO,Fluid Cholesterol
29765-5,FCHO,Fluid Cholesterol
29765-5,FCHO,Fluid Cholesterol
33009-2,FCHY,Chylomicrons - Fluid
LOC_ESO,FCLA,Faecal Lactoferrin
57901-1,FCLC,Clostridium difficile culture
34713-8,FCLT,Clostridium difficile toxin
34713-8,FCLT,Clostridium difficile toxin
34713-8,FCLT,Clostridium difficile toxin
34713-8,FCLT,Clostridium difficile toxin
5909-7,FCOM,Comment
16503-5,FCRP,Fluid CRP
6825-4,FCRT,Result
6825-4,FCRY,Crystals
6825-4,FCRY,Crystals
3208-6,FCT8,Factor VIIIc Assay
3208-6,FCT8,Factor VIIIc Assay
3208-6,FCT8,Factor VIIIc Assay
66483-9,FCXA,Factor Xa (Heparin) assay
66483-9,FCXA,Factor Xa (Heparin) assay
41447-4,FDNA,Foetal DNA Studies
29280-5,FDP,FDP
29280-5,FDP,FDP
30226-5,FDP,FDP
14798-3,FE,Iron
14798-3,FE,Iron
14798-3,FE,Iron
14798-3,FE,Iron
25907-7,FELA,Faecal elastase
25907-7,FELA,Faecal elastase
2276-4,FERR,Ferritin
2276-4,FERR,Ferritin
2276-4,FERR,Ferritin
2276-4,FERR,Ferritin
2276-4,FERR,Ferritin
14801-5,FESA,Iron Saturation
14801-5,FESA,Iron Saturation
15066-4,FFA,Free Fatty Acids
40427-7,FGF,FGF 23
14749-6,FGL,Fluid Glucose
20394-3,FGL,Fluid Glucose
14749-6,FGL,Fluid Glucose
2270-7,FGLO,Fat Globules in Faeces
2270-7,FGLO,Fat Globules in Faeces
14749-6,FGLU,Fluid Glucose
14749-6,FGLU,Fluid Glucose
14749-6,FGLU,Fluid Glucose
14749-6,FGS,Glucose (Fasting Serum)
20393-5,FH,Familial Hyperchlesterolaemia
LOC_ESOGEN,FH,Familial Hyperchlesterolaemia
LOC_ESOGEN,FHC1,Fam Hyperchol - Common Mut
19180-9,FHCG,Free Beta-HCG
29154-2,FHCG,Free Beta-HCG
19180-9,FHCG,Free Beta-HCG
19180-9,FHCG,Free Beta-HCG
LOC_ESOGEN,FHH,Hypocalciuric Hypercalcaemia
4821-5,FHLA,HLA B27
LOC_ESOGEN,FHSD,Facioscapulohumeral Musc Dystr
42928-2,FIAG,Filaria Antigen
42928-2,FIAG,Filaria Antigen
3256-5,FIAG,Filaria Antigen
3255-7,FIB,Fibrinogen
3255-7,FIB,Fibrinogen
3255-7,FIB,Fibrinogen
3255-7,FIB,Fibrinogen
3255-7,FIB,Fibrinogen
3255-7,FIB,Fibrinogen
3256-5,FIBA,Fibrinogen Antigen
78698-8,FIBT,Liver Fibrosis test
25344-3,FIFA,Filaria  (ELISA)
77161-8,FII,Factor II assay
25344-3,FIL,Filarial ELISA
25344-3,FIL,Filarial ELISA
5909-7,FILM,Clinician Film Request Comment
5909-7,FILM,Clinician Film Request Comment
5909-7,FILM,Clinician Film Request Comment
62255-5,FIRI,Fasting Insulin Resistance Ind
78040-3,FISH,Fluorescence hybridisation
78040-3,FISH,Fluorescence hybridisation
78040-3,FISS,F.I.S.H. Probe:
3186-4,FIX,Factor IX  Assay
11253-2,FK5,FK506 (Tacrolimus)
11253-2,FK5,FK506 (Tacrolimus)
11253-2,FK5,FK506 (Tacrolimus)
6788-4,FKAP,Free Kappa light chains
14165-5,FLAC,Fluid Lactate
14165-5,FLAC,Fluid Lactate
9404-5,FLAD,Fluid Adenosine Deaminase
33944-0,FLAM,Free Lambda light chains
34487-9,FLAP,Influenza A RNA
34487-9,FLAP,Influenza A RNA
9335-1,FLAP,Influenza A RNA
LOC_ESO,FLAV,FLAVIVIRUS Antibodies
40982-1,FLBP,Influenza B RNA
40982-1,FLBP,Influenza B RNA
40982-1,FLBP,Influenza B RNA
12181-4,FLCA,Fluid Calcium
11210-2,FLCA,Fluid Calcium
12181-4,FLCA,Fluid Calcium
33944-0,FLCL,Fluid Chloride
25386-4,FLCR,Fluid Creatinine
25386-4,FLCR,Fluid Creatinine
48378-4,FLCR,Fluid Creatinine
14803-1,FLDH,Fluid LDH
14803-1,FLDH,Fluid LDH
14803-1,FLDH,Fluid LDH
14803-1,FLDH,Fluid LDH
10704-5,FLEA,Parasite Identification
10644-3,FLEA,Parasite Identification
10644-3,FLEA,Parasite Identification
3638-4,FLEC,Flecainide
20393-5,FLH,Haemolysis Index (Fluoride)
20392-7,FLI,Icteric Index (Fluoride)
20394-3,FLL,Lipaemic Index (Fluoride)
5803-2,FLPH,Fluid pH
2748-2,FLPH,Fluid pH
29766-3,FLTG,Fluid triglycerides
11572-5,FLTX,Fluid Rheumatoid Factor
5229-0,FLUA,Influenza A
44263-2,FLUA,Influenza A
5229-0,FLUA,Influenza A
5229-0,FLUA,Influenza A
5230-8,FLUB,Influenza B
5230-8,FLUB,Influenza B
40982-1,FLUB,Influenza B
5230-8,FLUB,Influenza B
77028-9,FLUC,Fluid Crystals
6825-4,FLUC,Fluid Crystals
25549-7,FLUR,Fluid Urea
LOC_ESO,FLUR,Fluid Urea
25549-7,FLUR,Fluid Urea
5909-7,FMC,Film Comment
5909-7,FMCR,Film Comment:
LOC_ESOGEN,FMF,Familial Medtiterranean Fever
LOC_ESOGEN,FMFR,Results
2950-4,FNA,FNA
11552-7,FNA,FNA
2950-4,FNA,FNA
29771-3,FOB,Faecal Occult Blood (FIT)
14563-1,FOB,Faecal Occult Blood (FIT)
14563-1,FOB,Faecal Occult Blood (FIT)
29771-3,FOB,Faecal Occult Blood (FIT)
29771-3,FOB,Faecal Occult Blood (FIT)
14564-9,FOB2,Faecal Occult Blood (2)(FIT)
14564-9,FOB2,Faecal Occult Blood (2)(FIT)
14563-1,FOB3,Faecal Occult Blood (3)(FIT)
14564-9,FOB3,Faecal Occult Blood (3)(FIT)
14565-6,FOB3,Faecal Occult Blood (3)(FIT)
14563-1,FOBA,Faecal Occult Blood 1of3 (FIT)
14563-1,FOBA,Faecal Occult Blood 1of3 (FIT)
14564-9,FOBB,Faecal Occult Blood 2of3 (FIT)
14564-9,FOBB,Faecal Occult Blood 2of3 (FIT)
14565-6,FOBC,FOB by Hemoccult cards
14563-1,FOBH,Faecal Occult Blood (FIT)
14565-6,FOBZ,Faecal Occult Blood 3of3 (FIT)
14732-2,FOLA,Folate (serum)
14732-2,FOLA,Folate (serum)
14732-2,FOLA,Folate (serum)
14732-2,FOLA,Folate (serum)
49060-7,FOND,Anti-Xa (Fondaparinux)
13539-2,FP,FAMILY PLANNING
13539-2,FPO4,Fluid Phosphate
2816-7,FPOR,Total faecal porphyrin
2816-7,FPOR,Total faecal porphyrin
2816-7,FPOR,Total faecal porphyrin
39774-5,FPOR,Total faecal porphyrin
2816-7,FPOR,Total faecal porphyrin
2816-7,FPOR,Total faecal porphyrin
2821-7,FPOT,Fluid Potassium
2821-7,FPOT,Fluid Potassium
5892-5,FPRS,Free Protein S Antigen
5892-5,FPRS,Free Protein S Antigen
5892-5,FPRS,Free Protein S Antigen
2881-1,FPRT,Fluid Protein
2881-1,FPRT,Fluid Protein
LOC_ESO,FR23,Fibroblast RCE Complex II+III
64417-9,FRAX,Gene Test - Fragile X
LOC_ESOGEN,FRAX,Gene Test - Fragile X
64417-9,FRAX,Gene Test - Fragile X
LOC_ESO,FRC4,Fibroblast RCE Complex IV
21613-5,FRCT,Fibroblast Resp. Chain Enzymes
11060-1,FRED,Faecal reducing substances
11060-1,FRED,Faecal reducing substances
11060-1,FRED,Faecal reducing substances
11060-1,FRED,Faecal reducing substances
LOC_ESOGEN,FRID,Friedreich Ataxia
15069-8,FRUC,Fructosamine
15069-8,FRUC,Fructosamine
15069-8,FRUC,Fructosamine
15069-8,FRUC,Fructosamine
15069-8,FRUC,Fructosamine
20433-9,FSH,Follicle Stimulating Hormone
20433-9,FSH,Follicle Stimulating Hormone
20433-9,FSH,Follicle Stimulating Hormone
20433-9,FSH,Follicle Stimulating Hormone
20433-9,FSH,Follicle Stimulating Hormone
20433-9,FSH,Follicle Stimulating Hormone
20433-9,FSH2,FSH 20 mins
20433-9,FSH6,FSH 60 mins
20433-9,FSHC,FSH (curve)
LOC_ESOGEN,FSHD,Gene: FSHD full sequencing
2950-4,FSOD,Fluid Sodium
2950-4,FSOD,Fluid Sodium
14928-6,FT3,Free T3
14928-6,FT3,Free T3
14928-6,FT3,Free T3
14928-6,FT3,Free T3
14928-6,FT3,Free T3
14928-6,FT3,Free T3
14920-3,FT4,Free Thyroxine
14920-3,FT4,Free Thyroxine
14920-3,FT4,Free Thyroxine
14920-3,FT4,Free Thyroxine
14920-3,FT4,Free Thyroxine
14920-3,FT4,Free Thyroxine
5393-4,FTA,FTA
5393-4,FTA,FTA
5393-4,FTAG,FTA-abs IgG test
17728-7,FTAM,FTA-abs IgM test
29766-3,FTG,Fluid Triglycerides
29766-3,FTG,Fluid Triglycerides
29766-3,FTG,Fluid Triglycerides
580-1,FUB,Fungal Blood Culture
19146-0,FUI1,Reference Lab Report :
19146-0,FUI1,Reference Lab Report :
19146-0,FUI1,Reference Lab Report :
19146-0,FUID,Fungal Culture (ID and Sens)
580-1,FUID,Fungal Culture (ID and Sens)
19146-0,FUID,Fungal Culture (ID and Sens)
19146-0,FUID,Fungal Culture (ID and Sens)
580-1,FUNC,Fungal culture
25548-9,FURI,Fluid Urate
25548-9,FURI,Fluid Urate
3192-2,FV,Factor V assay
2998-3,FVB1,Vitamin B1
2924-9,FVB2,Vitamin B2
2924-9,FVB2,Vitamin B2
14622-5,FVBC,Vitamin C
3197-1,FVII,Factor VII Assay
3197-1,FVII,Factor VII Assay
21667-1,FVL,Factor V Leiden Mutation
3217-7,FX,Factor X Assay
53222-6,FX1,Factor XI Assay
20662-3,FX1,Factor XI Assay
3231-8,FX11,Factor XII Assay
53222-6,FXI,Factor XI Assay
53222-6,FXI,Factor XI Assay
3231-8,FXII,Factor XII Assay
79381-0,G12B,"     E.coli (STEC) stx1/stx2"
79381-0,G12B,"     E.coli (STEC) stx1/stx2"
38485-9,G1P,Galactose-1-Phosphate
33858-2,G20,Plesiomonas shigelloides
32546-4,G6PD,G6PD Screen
32546-4,G6PD,G6PD Screen
32546-4,G6QA,G6PD Quantitative assay
